pdb,weight,seq_len
3FEF_A,222.82691399379925,450
1GR0_A,17.965299886169447,367
6I6M_A,197.1217897646021,393
1UWM_A,32.51626669837729,106
2PH1_A,81.56469824623886,262
1I0V_A,12.393030299325504,104
4HCJ_A,47.88996032573007,177
4F0W_A,28.927438531608704,188
1G2Q_A,105.90626043818185,187
2DKN_A,142.47189196469597,255
4UHO_A,147.13035037000355,468
2OHW_A,25.72768159006948,133
5OBY_A,91.68695381568745,374
3CJE_A,45.85962494395261,167
2C2Q_A,43.690651173906765,199
2PH5_A,53.139337594667104,480
2XWL_A,109.23341613261026,223
1BHP_A,2.5455844122715714,45
3E8P_A,191.8342451180185,164
1PUC_A,4.946048928185001,105
2DT4_A,28.742644276405745,143
1TED_A,360.5802740028911,393
5JRY_A,149.553002978877,485
1KAO_A,45.4595963466461,167
1SDO_A,13.845316897781718,203
2JL1_A,77.49,287
1MWW_A,98.04233779342474,128
1O4U_A,68.00117940153685,285
2G40_A,25.982486409117968,224
1CFR_A,7.487476210312792,285
2GKP_A,11.720976921741634,167
2Z15_A,41.768830483986505,130
2WAW_A,58.10665194278534,199
1ML4_A,39.91,308
3I3W_A,189.35565822018623,443
2C4E_A,64.61444652707318,302
3H14_A,103.63466215509172,391
4NBU_A,293.2545992819209,250
1O13_A,30.030734256757693,136
1BG2_A,80.16649175310094,325
2Q3P_A,102.73177502603563,112
1ATI_A,167.0147340805595,505
2C0C_A,193.47981160834323,362
1YVR_A,48.50237107606185,538
1YGT_A,17.871843777293936,111
5ZB0_A,100.03694317600872,198
3AW8_A,230.0622524448546,369
2WAG_A,56.503399897705265,220
3H2S_A,92.3592096111698,224
3HTV_A,61.98249752954458,310
4MZC_A,28.383467018671276,111
2DT8_A,53.569250508104,280
1M32_A,632.9995066348788,366
3BWN_A,525.9916793068119,391
5VPQ_A,124.8550715830158,289
2HFK_A,178.15294749175496,319
2DOK_A,79.41201924142213,186
2HF9_A,103.81733959218953,226
3WCZ_A,70.47639533914884,308
1CEO_A,85.87191391834702,343
2XWP_A,55.240056118726024,264
1NTH_A,27.36,458
1P9Y_A,39.50374665775387,121
2Y28_A,131.36214523217868,187
3RM3_A,51.60139532997145,270
2RAU_A,103.03897320916974,354
3K01_A,110.5223592763021,412
2PAG_A,21.929486998103716,135
2YJG_A,116.60140436547066,436
2XMZ_A,69.16,269
3GHJ_A,28.29405591285915,141
4TM7_A,55.89,256
3CSS_A,62.64091953348068,267
2B5E_A,100.62177994847836,504
2EGG_A,103.84285820411532,297
1YDL_A,5.12,79
1K0W_A,333.96437115357077,231
1UKK_A,82.70794883201978,142
2Z6O_A,3.32,172
4DD5_A,87.56810378214205,396
3B0G_A,82.64912824706622,591
5B4T_A,99.48185764248676,260
3C96_A,119.93938093887262,410
2QSX_A,103.81496375763948,218
1ZZM_A,45.8217775735512,259
2V6U_A,36.52794546645075,104
2A90_A,14.205984654363103,240
1QHX_A,46.28,178
4CNN_A,97.6592115470937,252
3AXB_A,107.79214257078296,448
6Q6T_A,33.47327292034647,113
3L7H_A,77.46276524886005,97
2B0A_A,12.065686884715682,186
1MSC_A,2.58,129
1UM0_A,136.96014018684414,365
3FKC_A,31.151963020008864,116
1K6D_A,81.68457381905104,220
1YP1_A,40.95173256408086,202
1T6C_A,61.80897022277591,315
5V01_A,72.75290303486179,173
4EEW_A,48.69360122233721,88
1PBG_A,244.00899573581304,468
3I3G_A,82.74252352931956,161
3B12_A,164.74496653919357,304
3W25_A,77.82747072852875,336
1GY6_A,38.81814008939635,127
3BE4_A,73.38400711326685,217
1U02_A,39.52597626877798,239
2OZG_A,118.2347736497178,396
4I7W_A,151.22887819460936,308
5F6E_A,38.74959612692757,157
3NVS_A,127.01659891525988,450
3H6E_A,189.3689399030369,482
1V98_A,50.3882674836117,140
1WPO_A,16.52,256
3AOW_A,278.0271526308177,448
2QJC_A,44.82818198410459,262
2INW_A,7.241615841785589,133
3HHE_A,66.7210461548678,255
5K9B_A,46.98536899929594,180
1JSX_A,60.72603230905178,207
3CQJ_A,167.3081354865925,295
4GBU_A,99.67016805443843,400
2FUK_A,31.666329121008012,220
2FX5_A,29.189367927380687,258
3I1I_A,225.39933562457543,377
2DYK_A,81.05553651663777,161
6NKJ_A,187.711243136899,430
3DKR_A,52.52473226966512,251
3D7A_A,24.837560266660653,138
2R6Z_A,70.51943987298822,258
4GC3_A,75.54099880197508,284
1NHS_A,170.94080963889223,447
2NVO_A,46.52892433744842,535
2ZIB_A,41.62030754331352,133
2EHD_A,117.89961831999288,234
1E4E_A,248.8214088457824,343
1I3C_A,78.49993630570665,149
2GF3_A,213.80502800448824,389
2BSJ_A,23.18404623873926,133
5WQJ_A,125.97217946832546,297
3L6E_A,138.2391666641549,235
5M2P_A,4.85753023665319,109
3LV0_A,114.82962683906972,267
3B8F_A,99.4785152683734,142
2O28_A,120.06181741086549,184
3FLA_A,100.91422099981746,267
3E9K_A,152.21341925073494,465
1S99_A,17.9485486878466,200
2GQW_A,120.8334837700213,408
3G7N_A,127.03258558338486,258
2P5I_A,61.73351844824657,288
1U0M_A,171.6172858426563,382
2NRK_A,29.61042046307347,173
4A29_A,72.01225590133946,258
1TT8_A,14.202816622064796,164
1WMA_A,83.36628515173264,276
1Y6Z_A,58.15191140452736,263
1T1U_A,84.84964230920481,639
1ROA_A,29.051480168831333,122
3FXG_A,732.9829824081866,455
3HZH_B,71.00578567975992,172
1VCD_A,79.68939703624315,126
1YX1_A,130.1086565144687,264
2POZ_A,787.6047739824842,392
1T6L_A,3.5213917703090067,290
3B33_A,26.85209489034328,115
2QU8_A,65.44919250838775,228
3EN0_A,153.17649134250334,291
2Y6U_A,144.09067700583546,398
1W55_A,66.21468266177828,371
1EB6_A,24.716704877471024,177
3OT1_A,105.86330620191303,208
3BIO_A,72.27979385692795,304
3AGD_A,98.99494936611666,456
2F1R_A,84.24010683753907,171
2Q82_A,1.5273506473629428,129
3LV8_A,57.083559804903544,236
4JER_A,8.68045505719602,193
3F13_A,80.46243471334931,163
1IOO_A,55.159289335523525,196
2WCI_A,58.01807649345159,135
1EX2_A,52.06361493404007,189
2YN0_A,80.70485487255398,271
2ZQ5_A,78.28377865177434,384
1V8D_A,28.656489666391447,235
1T3Y_A,26.783013273341744,141
1MVL_A,34.944287086732785,209
3IA2_A,416.77650269658915,271
2HZG_A,196.78243824081457,401
2J3X_A,10.508310996539834,431
2NS9_A,93.55102992484905,157
3EQZ_A,75.03126548313043,135
1LCS_A,19.23070461527606,211
3G7S_A,341.4941194222822,549
1LFW_A,114.5405500248711,470
1VQ2_A,35.20029261242014,193
1WS0_A,23.731512804707585,156
2X65_A,217.89500590880917,336
1ZK4_A,91.29639806695552,251
3G79_A,219.3245312316887,478
2EK0_A,11.095945205344158,90
1Y80_A,37.27012878968893,210
3D1C_A,96.3149334215624,369
1IUG_A,184.26974249724233,352
4TRO_A,95.35679524816256,269
3HVM_A,49.7195132719539,330
2PJZ_A,73.96023458589082,263
1OI0_A,53.88521132926919,124
1JWI_A,75.71253198777598,131
3JUW_A,139.49,175
1ES9_A,49.355494121728746,232
2Q7X_A,71.94237694154954,326
1QWK_A,70.37126686368521,317
5C7H_A,50.42364723024308,281
2III_A,17.666612578533556,135
1QZ9_A,128.07500927191066,416
2B99_A,85.91249734468205,156
1DT9_A,79.79875186993843,437
3AYJ_A,236.94455047542243,721
1K7J_A,43.37104448822971,206
4OY3_A,57.59192651752501,231
3C5E_A,203.39769910203017,570
2CVI_A,54.50263112914825,83
1DCU_A,336.5326587420603,357
3JWG_A,70.33528630779858,219
1YAC_A,95.7714278895329,208
2DJ6_A,43.48203652084387,115
3GGD_A,79.16362801185909,245
3HA2_A,82.79452155789053,177
3B7C_A,35.12680600339291,122
3K4O_A,129.77004662093637,266
3SBM_A,76.54349221194444,281
4AFF_A,27.18452133108104,116
1PBJ_A,39.64417737827334,125
2EJX_A,7.813475539092703,139
5O9Q_A,41.172855135392304,555
1JND_A,128.12493902437572,420
2Z1U_A,90.32584071017553,343
1Y63_A,49.581351332935654,184
1J3A_A,13.28136288187323,142
4N30_A,49.54279362329096,221
3HYN_A,23.261126369976154,189
2EQ5_A,227.25395486107607,228
2UYT_A,107.53523329588307,489
3HZ4_A,68.469485174054,140
2QMX_A,104.21012426823027,283
3RO8_A,563.8080183892387,341
1WHZ_A,17.30364990399424,70
1JUV_A,41.303803698933095,193
1V2X_A,52.758888350684565,194
1KZF_A,68.70343222867399,230
3EY5_A,49.79095500188764,181
1JLJ_A,131.23369613022413,189
1PII_A,56.81551900669394,452
2FCJ_A,93.3133302374318,119
2PSB_A,42.76203690190634,320
2E8E_A,40.01581687283167,132
1AL3_A,100.29889281542444,324
1UFY_A,9.68,122
2DR3_A,421.42149945155853,247
1HYQ_A,80.19955112093834,263
1JFL_A,145.99123261346895,228
3H4X_A,20.169841347913472,339
5TKW_A,27.0556167920822,237
2B4A_A,33.3386502426238,138
1UD9_A,201.82844199963492,245
1XI3_A,108.93026760271913,215
2DKJ_A,231.07133444025465,407
1QWG_A,18.614658202610116,251
3E96_A,152.76678696627744,316
2R9Z_A,300.5035241057915,463
1NSJ_A,31.758463438900822,205
2A7T_A,8.586501033599193,64
3M5U_A,149.06136186148305,361
1SR8_A,4.8843832773442335,298
3UJC_A,95.46,266
2G64_A,23.2163735324878,140
3W06_A,70.74240453928606,272
2WDS_A,34.78965363437814,143
4JN7_A,104.058324991324,395
3CI6_A,82.60205808574021,171
2Z6I_A,90.82707966240024,332
2D2E_A,82.41169152492867,250
2HD9_A,18.51236073546537,145
1SQH_A,49.29022925489392,312
3FW3_A,118.19847714755043,266
3M20_A,52.55830096188422,62
3ESH_A,238.93095236908923,280
2GH9_A,132.73129698756057,386
5JIC_A,49.95112611343212,273
3D1P_A,39.17173470756688,139
2YY7_A,238.43006521829415,312
1CBF_A,79.84174096298253,285
2BH1_A,80.72834446463027,250
2ATZ_A,3.42,180
3CPG_A,62.730219990049456,282
3C9H_A,169.05567100810313,355
3DM8_A,41.828220139040106,143
2QZS_A,172.71089108681016,485
1YWQ_A,48.75,200
1XMT_A,28.861869308830297,103
1EZW_A,102.9368350008878,349
1DS1_A,75.88781720408092,324
2NRQ_A,16.2632346106179,159
2DGB_A,45.59084118548373,84
3IXL_A,77.60902009431636,240
2ZCU_A,60.62487113388365,286
5HJ9_A,75.09217202878074,330
1P0H_A,78.51452094994913,318
1SGL_A,32.178228664735414,209
2QML_A,61.41301490726538,198
3A2Q_A,117.67119613567289,493
2OBD_A,64.37221760977323,476
3GWR_A,77.20416115728477,144
1XTP_A,101.78141284144172,254
3L84_A,63.838503271928296,632
2QPV_A,58.1520214609948,156
2UXQ_A,201.3565228642966,402
2A1V_A,30.48519640743684,144
1K7C_A,58.52893216179499,233
3HL4_A,77.66,236
2GMW_A,127.47102729640176,211
2HM7_A,102.05913579881027,310
2DBO_A,16.212587702152916,148
5NG7_A,165.33307836001845,299
1YB3_A,4.312574637035283,175
2CDU_A,348.14152467064304,452
2B34_A,327.6399975582957,199
1GSA_A,98.64798629470346,316
3LGD_A,100.64455474589772,508
2H29_A,93.24496769263207,189
2P09_A,0.69,81
2WLT_A,66.65085745885044,332
2EHG_A,41.23829045923218,149
2ZGI_A,210.01016356357613,246
1S2W_A,49.828076422836155,295
1TZ0_A,96.9917651143642,114
2GKE_A,48.24267820094568,274
2OCT_A,40.04477494005928,98
3H5J_A,44.44277219076236,171
5VIV_A,73.33583707847072,315
3BED_A,66.14732496480866,142
5OTN_A,55.65943585772317,159
2P8B_A,84.46796078987583,369
2YXD_A,77.79950385445913,183
1JMV_A,185.5566183136565,141
1O22_A,1.46,170
1WV8_A,19.75514110301417,73
2HQV_A,22.775763433966375,195
2I0Z_A,64.17735426145269,447
4PBH_A,99.27469566813086,334
3RL5_A,62.759498085947115,296
4P47_A,113.40828893868384,345
1FN9_A,7.3,365
1XEO_A,27.36215452043205,168
1HZT_A,58.22047062674776,190
3A2Z_A,15.080782473068169,197
1EDT_A,64.31370382741146,271
5AOV_A,108.27989471734814,336
3JRN_A,49.18522237420503,176
2XOD_A,9.291329291333938,119
2FHZ_A,5.628569978244919,109
1XD3_A,63.8460617422876,230
1L6S_A,44.61762880297428,323
3F5D_A,50.05886135341075,206
2WK1_A,59.27765177535291,282
3HJN_A,109.0666287184123,197
2CU2_A,114.4896501872549,337
3G5L_A,142.35869309599607,253
1UG6_A,118.05658304389466,431
5ZZR_A,57.46353278384475,377
2BFD_A,137.6105101363991,400
1U7N_A,105.65509926170152,336
2CXX_A,140.0243550244028,190
1YPF_A,94.21544459376074,336
2XCZ_A,28.997261939707343,115
1V7L_A,33.67106769913897,163
1UJC_A,24.167416080334284,161
3PKV_A,55.25,252
2W2J_A,60.58222841725121,291
1Q2Y_A,43.0144161880642,140
1GYX_A,46.52789270964246,76
1E0C_A,45.17964143284008,271
3MQD_A,105.42792751448737,428
3JYN_A,79.74098695150442,325
3BON_A,14.999093305930192,425
1EZ0_A,659.635331073162,510
3G5T_A,90.9244670042118,299
1XPJ_A,108.9072596294664,126
1XJC_A,41.20447548507322,169
2BDT_A,56.71481287988174,189
3BKR_A,34.11794542465885,126
1ZCC_A,314.2992204890111,248
1WDJ_A,155.97254117311803,187
3TG0_A,176.3,449
1V6T_A,29.77606925032248,255
2APJ_A,95.23314129020422,260
1RKQ_A,142.3717528163505,282
1G2R_A,16.44328434346375,100
2DUL_A,34.427651677103974,378
4ONM_B,72.19217686148549,160
2Q74_A,181.48227379003163,299
2QHS_A,50.53107954516706,237
4EE9_A,71.84952400677405,321
4XEM_A,38.99718323161303,475
2EFV_A,2.9565520458804713,92
1SVI_A,47.52953608021017,195
2FIU_A,48.00097499009786,99
1LEH_A,79.74840437275219,364
3EWI_A,78.43436746732901,168
2ATR_A,24.84325864293974,138
3BC1_A,136.40831792819674,195
3D3Z_A,41.632996529195445,247
1VE5_A,285.54711817841905,311
6AJP_A,49.61136966462426,229
6D4R_A,51.06419293399241,389
3PPL_A,285.35588306534,427
2YYH_A,178.93484847843362,139
1O20_A,64.48820047109395,427
3AIA_A,25.92296279363144,211
2BBH_A,59.37283469735969,269
3BCI_A,48.723916098770225,186
6MWS_A,39.16396302725249,115
2RBC_A,81.22827832719342,343
1B0U_A,86.46818374408011,262
3BQW_A,61.68406925617019,351
1AHO_A,4.19676065555328,64
4G9E_A,144.73206106457548,279
1VDW_A,99.2,254
1A4I_A,94.41715945737828,301
6EQE_A,48.57530236653191,298
3DS8_A,54.61906718353949,254
3AJV_A,72.05316786928941,190
4M1X_A,2.89,99
3I7M_A,26.226513302381623,140
1JET_A,156.7780596894859,517
1W4R_A,360.39199283557895,195
2VVM_A,223.0577102455775,495
2WT9_A,119.1274107835808,235
2HHC_A,40.531609886605786,330
5TQJ_A,42.251078092754035,136
3HO6_A,30.51384931469643,267
4WES_A,324.45672808558,534
2C4N_A,64.08002808988148,250
2Q4V_A,822.5464966796711,170
1ESC_A,103.16737274933388,306
2IEC_A,20.34821859524809,131
1Q7E_A,83.34628486021438,428
4PSC_A,27.21249712907656,254
4MIJ_A,107.32690808925784,337
2EF0_A,37.08857371212864,301
1R6D_A,110.0938672224752,337
4MNC_A,106.66282154527885,332
3CXG_A,70.80205646730892,133
6ER1_A,38.92487122650504,131
3GON_A,80.92330010571739,335
4UHC_A,72.75956294536135,282
4IDC_A,57.33243322936852,332
2FPN_A,23.842357266008744,216
4MX6_A,109.50307073319908,346
2HVW_A,106.72305795843744,184
3JTW_A,76.1670164835147,178
3GA8_A,15.981992992114597,78
2H9A_A,40.233568074432576,445
2PGE_A,86.10491275182851,377
1K77_A,67.48890279149603,260
2D0I_A,434.6893787522304,333
1EWF_A,66.39460219023833,456
1YIR_A,159.08940882409487,408
1EYE_A,49.175994143484274,280
1NYR_A,190.1370192782037,645
2P14_A,8.72417331327158,192
1XKN_A,48.03698575056515,355
1V8F_A,108.16946704130514,276
3HZP_A,35.88144227870446,131
1XKU_A,79.18260541305773,330
2EKL_A,101.48396523589332,313
2JBH_A,128.18935057172263,225
2AR5_A,30.4874252766612,121
1PVT_A,58.58360180118665,238
3EF6_A,134.99629624548965,410
3K8U_A,34.90140541582817,156
1VKC_A,96.7926753427138,158
3FOV_A,21.18593873303706,134
5LHM_A,64.64120125740239,233
2HJP_A,54.02342825108381,290
2RIH_A,90.22449501105562,141
2E3J_A,96.88,356
3LLV_A,41.1386642952831,141
3DRF_A,191.6842852192114,590
6RNV_A,98.5059510892616,330
2Y27_A,324.6932632501019,437
2GZQ_A,34.84708883106306,200
3IWG_A,106.79962219034296,276
3F9M_A,144.6016002677702,470
1WLU_A,37.65873603826873,136
4QT3_A,34.14125070936915,134
1YLX_A,4.97401246480143,103
2VQ3_A,98.0698210460282,215
3KYE_A,114.29248794212155,150
1JJV_A,52.45180263823161,206
2YX0_A,116.45986089636206,342
4JXR_A,110.3739099606424,186
1F32_A,5.956828014975756,149
3KHN_A,97.8087562542332,174
3KEB_A,217.7982479268371,224
1IIB_A,62.34691331573681,106
3KE3_A,113.84310080105864,379
2W2S_A,1.63,202
2D2R_A,77.30175159723096,245
2NQW_A,24.248340149379295,93
2VQ9_A,13.19028051255924,148
1R44_A,267.7395510566192,202
1TTZ_A,15.30923904052713,87
3H5I_A,34.46012188022555,140
3DDM_A,358.0291652924381,392
2D59_A,34.04500403877198,144
3CAO_A,0.0,103
1U9C_A,65.85317000722137,224
1BYI_A,69.65643688848863,224
3FNI_A,32.093550754006635,159
3ILV_A,57.28429104038907,634
4HS1_A,22.316626089084345,85
3L7O_A,88.77722117750702,225
3GD6_A,86.74865301547914,391
1YIX_A,100.420665203931,265
1YCO_A,83.4172428218531,279
3F6A_A,108.53168707801422,159
2O90_A,28.795963258762505,122
1U69_A,112.29,163
1LC0_A,64.03812223980339,294
1I52_A,58.45671475544961,236
2EF7_A,73.74224840618842,133
3EDN_A,139.20083333083895,299
2E6C_A,95.67481591307089,244
2XVY_A,57.758968134827334,269
1G8A_A,83.43601081068054,227
3LCC_A,78.29813790889283,235
1DI6_A,48.34803201785984,195
1QDD_A,38.05837621339092,144
1VCV_A,64.55851299402737,226
3R0V_A,56.9987052484528,262
3L12_A,161.0989248877844,313
3JST_A,37.085491772389915,97
3IX3_A,85.44683259196914,173
2DE3_A,246.73635220615543,365
1ZL0_A,81.02218029650894,311
2ZBC_A,197.02991448000984,83
3CC8_A,65.5359061888977,230
3DOD_A,277.0272972109427,448
2ZVC_A,73.30203339607982,295
3VOR_A,9.63053477227511,182
1IZ0_A,58.50529890531285,302
1NU0_A,64.34652127349233,138
1EX9_A,35.710397645503754,285
1VKI_A,89.79804897657856,181
3E99_A,44.76275237292721,164
1R5T_A,149.887461783833,142
4HGU_A,4.436214602563767,40
2GS5_A,25.56750867800772,198
1QFX_A,159.61035555376725,460
2BMV_A,45.93014913975351,164
2B0V_A,42.91506029356128,153
1S0A_A,260.994471972109,429
3CF4_A,37.4,807
2XJ4_A,74.3358594488555,286
1PG6_A,33.02431225627568,243
2JFN_A,81.85715118424291,285
1I9G_A,79.68418914690669,280
2R2Z_A,22.51399564715246,93
3FH1_A,35.242315474440666,129
3HKW_A,122.37864723880551,581
6K4X_A,76.15825628255942,262
2EKC_A,160.71070281720506,262
3E98_A,88.24390743841752,252
3EA1_A,60.37239104093857,298
3EES_A,92.95177674471856,153
2H0U_A,46.40412373916784,217
3I3F_A,112.42999421862476,141
3B4W_A,161.57053908432687,495
1ZCH_A,68.5541814917223,255
3LX3_A,34.15229274880385,180
3H2G_A,108.15247986061162,397
2PCJ_A,149.79227216382026,224
3I24_A,82.55426578923709,149
2FFG_A,7.33762223066846,87
2FGE_A,453.0364113401925,995
2XHG_A,140.18805548262662,466
2PG3_A,64.52210783909652,232
3JZL_A,245.85999084845017,409
5FRD_A,101.21828293347008,260
1XUB_A,58.8415091580765,298
2WZ9_A,32.86335345030997,153
2XHZ_A,216.16712909228357,183
2E2O_A,43.32921647110642,299
3CQ1_A,22.325940069793255,103
3EVN_A,88.36707078997244,329
3CPK_A,16.704714903284042,150
3KLU_A,14.599123261346897,157
4OO4_A,71.61585020091572,105
1ACF_A,16.056540723331413,125
2E9L_A,130.97833408621443,469
4MTU_A,49.495355337647595,144
2Q0V_A,35.25109927363968,156
4B5N_A,82.03334200189578,355
1J27_A,11.595516374875247,102
1A3A_A,190.95073291296896,148
1USM_A,13.336791218280355,80
2D3Y_A,53.733157361167606,219
2HZL_A,244.70809753663653,365
3ELI_A,49.148158663372115,152
2VUV_A,34.369847250169734,129
1PIE_A,102.4349393517661,419
1HYE_A,81.16652696771003,313
4I2U_A,41.00196946489278,114
3NDO_A,75.1648188982053,231
1RZ3_A,50.077539875676806,201
3L6B_A,85.4969122249453,346
5EYN_A,84.41385905169838,323
5SXO_A,120.56831631900646,413
2X7Q_A,121.4270373516541,321
2ZSG_A,171.8268011690842,359
5FI3_A,180.198219747033,357
2PLW_A,61.665510619794595,201
3E9M_A,337.4879245247154,330
2JC5_A,62.96417314632187,259
3AG6_A,87.50147655897014,283
1XOC_A,148.59299815267204,520
2RBK_A,79.55149841454904,261
3F2V_A,53.968057219062466,192
3BBD_A,29.89734436367217,205
2W3P_A,65.7,556
5IHV_A,58.47798047128508,269
3A09_A,172.89433189089803,490
2DDX_A,33.51482060223507,333
3LD3_A,36.83452728080001,199
2JI4_A,45.19922123222921,379
2NUH_A,18.80646697282613,118
3B84_A,32.460683911464336,119
1V72_A,71.70690343335153,356
3M1X_A,35.37742924521226,148
2DPL_A,153.4887780914292,308
1XDW_A,113.02571654274084,331
3ISQ_A,86.80634078222627,393
1Z6N_A,39.56236595553911,167
3D1R_A,23.588586223002007,337
2CZL_A,73.37341752978391,272
3FIL_A,1.5697770542341356,56
1VE2_A,128.10377043631462,235
2FDN_A,12.012181317312857,55
2WE8_A,127.9412365111421,386
2FFI_A,103.51879442883792,288
4GWB_A,23.338048333140456,168
1QTW_A,89.58253177935975,285
2A8E_A,14.782760229402356,220
2H8E_A,20.54069132234843,120
4OPC_A,148.9544037616881,453
4G0X_A,25.12236453839487,147
1HK8_A,46.26124511943015,605
2HLS_A,86.12190720136195,243
2DXQ_A,78.96412666521424,150
2PLI_A,90.54626220888414,91
1A7J_A,85.44873199761363,290
1VFF_A,115.99767583878568,423
2CV8_A,47.99668321873919,180
1YM5_A,67.29967607648643,300
2YVP_A,56.36125974461536,182
4HNO_A,93.44349897130353,288
2BKY_A,34.11378020683137,97
2DRW_A,727.0225790166354,363
1G12_A,20.247673940480173,167
2NX9_A,185.4852921392961,464
3GQV_A,93.39615409640808,371
2DXA_A,41.58,166
3IB7_A,88.00695995204016,330
3VUP_A,195.42852913533375,351
1K3S_A,13.114495796636636,113
2DHO_A,66.78856563813899,235
2NWH_A,79.8790166439222,317
2P7I_A,151.924191622006,250
6H0M_A,100.3424919961628,270
1FYE_A,42.08847823335978,229
3I06_A,40.793381816172094,215
2YX5_A,13.770141611472264,83
1UJ6_A,40.3287155758772,227
1RCU_A,158.21872961188888,195
1OZ9_A,28.023195749236024,150
3LK7_A,97.1530997961465,451
1BS0_A,97.5497821627501,384
2DM9_A,69.68996484430164,198
2YUT_A,51.03638408037936,207
2OEM_A,74.07305042996408,413
3CU3_A,52.50828506055021,172
1X3L_A,55.150122393336545,440
1NJ1_A,65.14987490394743,501
2XFR_A,30.02069619445891,535
4NET_A,229.30308981782167,361
3IEY_A,41.43065531704754,154
4BAT_A,82.08331377326333,301
4H3U_A,79.43339851724839,158
3D22_A,37.60963972175219,139
3H1G_A,35.37185745758908,129
3KSH_A,34.82757528166438,160
3I8B_A,118.7158649886358,515
3G89_A,162.75249614061224,249
1VIA_A,71.32688553413783,175
1YD6_A,91.8973900608717,99
6F9M_A,158.49,330
1YCD_A,108.21246462399792,243
2EHZ_A,53.57025387283507,302
3ADR_A,143.3268380311238,261
4MAK_A,8.94,94
2BTY_A,207.7442533501228,282
1VYR_A,88.5452172621424,364
2O2X_A,54.776944054958015,218
1L7A_A,191.43494351867943,318
3U7R_A,125.88614538542356,190
2ZW2_A,29.0496127340796,92
2WJ9_A,24.671368020440212,181
2Z1A_A,95.92890179711225,552
3U8E_A,38.27529751680579,222
4KXV_A,58.16115542181053,637
1NAR_A,59.578876290175195,290
3ETJ_A,157.39208747583217,355
3E9N_A,413.5401831745013,245
1EP3_A,170.64400370361687,311
3H05_A,65.71145105687441,177
2ORW_A,95.51809043317397,184
2Z0R_A,32.38549057834388,103
3GRN_A,102.30591380756051,153
1YK3_A,509.0047033181521,210
3E18_A,217.1568845328188,359
1W5D_A,82.44,462
1KCF_A,66.67973605226703,258
2CSU_A,176.78826997286896,457
3C3J_A,580.1245454210673,384
3BCH_A,16.946580776073976,253
