pdb,weight,seq_len
4EE6_A,29.738244736366,304
2B0T_A,19.44627213632474,738
6RIV_A,124.38299562239204,227
3BTP_A,9.25732142684913,556
3FJV_A,21.593691208313597,194
2H1T_A,38.24368183112081,188
6N9H_A,0.75,80
5YHR_A,1.8,97
2XU0_A,51.1614884459004,487
2X3J_A,194.42633155002437,620
4Y1W_A,39.120231338784286,239
5YKZ_A,3.1961226509631953,119
3AHQ_A,27.57564142499681,465
5ZHZ_A,71.67617177277258,258
6AR0_A,43.332878971976925,140
4RPM_A,125.8460519841604,406
6QPS_A,190.46831757539096,467
5MJR_A,10.521748904055828,239
3GQM_A,12.100479329348898,276
6E5F_A,25.834409224907777,228
3C5P_A,83.96279175920725,197
5J4F_A,62.82511440498936,119
6EF6_A,114.12082412951636,354
2XM5_A,16.160034034617624,327
5WFY_A,10.850884756553263,136
5T3B_A,112.43708240611724,481
4NDS_A,6.778436397872299,94
6MAA_A,11.787175234126284,90
2REU_A,23.00243465374915,258
2A65_A,75.83929192707431,519
3ORU_A,20.035169078398116,234
5EWY_A,14.29718853481341,200
4X7G_A,31.27161012803786,251
5LY8_A,15.25647403563484,247
2P0B_A,22.31705177661243,163
2DG6_A,28.495613697550013,222
6C4Q_A,34.00705809093165,103
5YVK_A,17.3744294870364,225
2OIT_A,59.18970856491861,434
5XEV_A,116.76215782521322,416
5GYC_A,20.384552975231024,281
2C9E_A,4.4830569927227115,327
6QXR_A,63.304976107727896,232
4YLA_A,26.18,382
3CHM_A,25.456335164355455,169
2B2A_A,22.27947485916129,199
3CHJ_A,63.43180274909424,337
5WP4_A,40.287125735152664,491
5QU8_A,16.04122189859613,87
6AVX_A,36.857693905072246,230
5JIG_A,11.25648257671996,127
5LPA_A,94.30381540531644,270
6OS6_A,25.597265478953023,375
6MDH_A,33.84629374096963,156
2Z0D_A,32.99209299210949,357
4RZ9_A,14.651781461651684,179
6H40_A,81.4891403807894,231
6DGA_A,3.15079355083763,95
5O29_A,89.97407626644464,596
6A27_A,4.02,284
4OJX_A,90.3862710813982,369
2G39_A,133.5063867386126,497
4Z39_A,63.19861390885089,121
5JO8_A,72.49818756355224,279
5LSV_A,11.365632406513946,233
2BJQ_A,8.328265125462805,345
5LJX_A,5.402295808265223,495
6COJ_A,108.32815977390185,308
2JC9_A,39.54141120395173,555
1ZTH_A,304.7641322399997,258
3BQ3_A,27.940229061337345,270
5CWG_A,1.95,210
5Y9X_A,13.326965145898749,318
2PIG_A,100.51574652759636,334
2BWR_A,264.2952031346767,401
6FF1_A,20.152252975784123,69
5OQ3_A,78.02429108937805,396
6N1B_A,37.72214203886094,503
3IUK_A,162.71840707184913,562
3DMW_A,14.635665341896829,42
3WVA_A,63.297750354969175,170
5GGB_A,15.61697794069006,342
3AQ2_A,13.556872795744598,207
5NYK_A,36.63705228317366,122
3WWL_A,15.79364429129642,54
2AVU_E,50.734887405019435,192
5WFB_A,47.19366271015633,145
3EGA_A,6.024549775709386,263
5U5O_A,10.34793216058165,292
1ZDY_A,15.640418792346964,307
6UQ8_A,30.037896064804546,604
2OHC_A,19.136925040350658,289
1XCR_A,41.5241423752496,316
3U99_A,11.925292449244171,148
6Q3P_B,3.08577380894971,50
5ZT3_A,2.7924183067728228,130
3O3Y_A,0.7155417527999327,40
6DYF_A,32.705767075548,106
4HDD_A,6.270693741524935,79
3HWP_A,41.67508608269454,302
5MUJ_A,101.40277412378816,381
4UYR_A,10.962189562309163,211
5YDE_A,7.848885271170677,112
5W98_A,27.0,336
5HTL_A,79.80101252490472,145
4P0Z_A,1.14,149
6PVJ_A,155.96981246382265,459
5WK0_A,43.92999886182562,163
6EFN_A,134.15938394312937,412
6JK2_A,0.5515432893255071,40
3C37_A,125.86826645346316,253
6A9S_A,11.84722752377112,397
2VDU_B,369.7184225867032,450
5XBC_A,4.070319397786862,118
4BPS_A,44.4768085635649,344
5MUL_A,108.30870879112167,431
4TTW_A,13.000492298370856,161
2ECE_A,120.81085423090094,462
6EDV_A,55.87059333853543,194
6M8M_A,7.915680640349256,214
6P7Z_A,73.6121593216773,432
1SP3_A,20.909825441643456,443
1VZM_A,3.780952261005156,45
6RW7_A,18.60408557279825,212
6JKZ_A,47.18884613973942,424
5JUH_A,18.63401459696756,203
6B29_A,60.10881798871111,59
6MRR_A,0.68,68
6E0O_A,52.441587504575025,292
